epoch,train_loss,train_acc,val_acc,lr,time_s,peak_mem_mb
1,5.1104,2.181,2.5,0.0001,5.6,6684.6
2,4.3554,5.266,9.894,0.0002,4.6,6684.6
3,3.1948,21.596,31.489,0.0003,4.8,6684.6
4,2.0375,49.043,50.426,0.0004,4.7,6684.6
5,1.2335,68.936,62.34,0.0005,4.8,6684.6
6,0.7704,80.0,68.564,0.0006,4.8,6684.6
7,0.5127,86.649,71.489,0.0007,4.8,6684.6
8,0.3409,92.074,72.606,0.0008,4.8,6684.6
9,0.2335,95.372,73.67,0.0009,4.8,6684.6
10,0.1652,97.234,73.617,0.001,4.8,6684.6
11,0.1191,98.83,74.202,0.000995,4.6,6684.6
12,0.089,99.415,74.521,0.000977,4.8,6684.6
13,0.0678,99.628,74.894,0.000948,4.7,6684.6
14,0.0555,99.84,74.947,0.000908,4.7,6684.6
15,0.0475,99.734,74.202,0.000857,4.7,6684.6
16,0.037,99.947,75.0,0.000798,4.7,6684.6
17,0.0339,99.947,75.319,0.000732,4.7,6684.6
18,0.033,99.947,75.213,0.00066,4.7,6684.6
19,0.0282,100.0,75.532,0.000584,4.6,6684.6
20,0.0273,99.84,75.585,0.000506,4.7,6684.6
21,0.0246,100.0,75.266,0.000428,4.7,6684.6
22,0.0247,99.84,75.266,0.000351,4.7,6684.6
23,0.0235,100.0,75.585,0.000278,4.6,6684.6
24,0.0213,100.0,75.479,0.000211,4.8,6684.6
25,0.0205,100.0,75.585,0.000151,4.7,6684.6
26,0.0209,100.0,75.426,9.9e-05,4.6,6684.6
27,0.0205,100.0,75.532,5.8e-05,4.9,6684.6
28,0.0201,100.0,75.532,2.7e-05,4.9,6684.6
29,0.0194,100.0,75.585,8e-06,4.6,6684.6
30,0.021,100.0,75.638,1e-06,4.6,6684.6
