epoch,train_loss,train_acc,val_acc,lr,time_s,peak_mem_mb
1,5.307,1.277,1.968,0.0001,6.3,7244.2
2,4.4742,3.191,8.511,0.0002,4.8,7244.2
3,3.2096,20.106,30.798,0.0003,5.4,7244.2
4,2.0251,50.372,52.181,0.0004,5.1,7244.2
5,1.1837,70.266,64.043,0.0005,5.1,7244.2
6,0.7483,79.521,69.255,0.0006,5.0,7244.2
7,0.5093,86.117,72.021,0.0007,5.2,7244.2
8,0.3397,91.596,73.564,0.0008,5.1,7244.2
9,0.2439,94.787,73.936,0.0009,5.2,7244.2
10,0.1757,97.181,75.851,0.001,5.0,7244.2
11,0.1228,98.404,75.585,0.000995,5.1,7244.2
12,0.0901,99.255,76.33,0.000977,4.8,7244.2
13,0.0743,99.521,76.702,0.000948,5.1,7244.2
14,0.0598,99.734,76.383,0.000908,5.1,7244.2
15,0.0529,99.734,76.968,0.000857,4.9,7244.2
16,0.0454,99.947,77.394,0.000798,5.0,7244.2
17,0.0398,99.787,77.394,0.000732,5.1,7244.2
18,0.0379,99.894,77.606,0.00066,5.0,7244.2
19,0.0355,99.947,77.34,0.000584,5.1,7244.2
20,0.0307,99.894,77.287,0.000506,5.1,7244.2
21,0.0292,99.894,77.766,0.000428,5.0,7244.2
22,0.0272,99.947,77.394,0.000351,5.1,7244.2
23,0.0274,99.947,77.5,0.000278,5.1,7244.2
24,0.026,100.0,77.5,0.000211,5.0,7244.2
25,0.0241,100.0,77.394,0.000151,5.0,7244.2
26,0.025,100.0,77.606,9.9e-05,5.2,7244.2
27,0.0255,100.0,77.66,5.8e-05,4.9,7244.2
28,0.0228,100.0,77.66,2.7e-05,4.9,7244.2
29,0.0243,99.947,77.713,8e-06,4.9,7244.2
30,0.0235,100.0,77.713,1e-06,5.0,7244.2
