epoch,train_loss,train_acc,val_acc,lr,time_s,peak_mem_mb
1,5.0967,1.915,2.766,0.0001,5.7,2824.9
2,4.2768,6.117,12.34,0.0002,4.2,2824.9
3,2.9438,29.096,41.17,0.0003,4.3,2824.9
4,1.64,57.5,61.064,0.0004,4.3,2824.9
5,0.8726,75.798,68.404,0.0005,4.4,2824.9
6,0.5249,86.011,72.234,0.0006,4.3,2824.9
7,0.3461,89.947,72.553,0.0007,4.3,2824.9
8,0.2202,95.372,73.723,0.0008,4.4,2824.9
9,0.1355,97.766,74.681,0.0009,4.4,2824.9
10,0.0961,98.564,75.0,0.001,4.3,2824.9
11,0.0736,98.989,75.638,0.000995,4.4,2824.9
12,0.049,99.734,76.011,0.000977,4.5,2824.9
13,0.0372,99.681,76.436,0.000948,4.5,2824.9
14,0.0327,99.521,76.436,0.000908,4.4,2824.9
15,0.023,99.894,76.968,0.000857,4.4,2824.9
16,0.0201,100.0,76.915,0.000798,4.4,2824.9
17,0.0171,99.894,76.968,0.000732,4.4,2824.9
18,0.0155,99.947,76.543,0.00066,4.4,2824.9
19,0.0128,99.947,76.489,0.000584,4.3,2824.9
20,0.0122,99.947,76.702,0.000506,4.4,2824.9
21,0.0123,99.894,76.489,0.000428,4.4,2824.9
22,0.0104,99.947,76.702,0.000351,4.3,2824.9
23,0.0106,99.894,76.809,0.000278,4.3,2824.9
24,0.0094,100.0,76.968,0.000211,4.4,2824.9
25,0.0104,99.947,77.128,0.000151,4.3,2824.9
26,0.0092,99.947,77.128,9.9e-05,4.4,2824.9
27,0.0081,100.0,77.128,5.8e-05,4.4,2824.9
28,0.009,99.947,77.128,2.7e-05,4.4,2824.9
29,0.0093,99.947,77.128,8e-06,4.3,2824.9
30,0.0102,99.947,77.181,1e-06,4.4,2824.9
