epoch,train_loss,train_acc,val_acc,lr,time_s,peak_mem_mb
1,5.2949,1.33,2.021,0.0001,5.6,4755.7
2,4.4898,3.83,8.032,0.0002,4.5,4755.7
3,3.2248,21.011,31.649,0.0003,4.6,4755.7
4,1.9603,51.33,54.628,0.0004,4.2,4755.7
5,1.0812,71.968,66.064,0.0005,4.4,4755.7
6,0.6622,82.819,70.372,0.0006,4.3,4755.7
7,0.4255,89.255,73.191,0.0007,4.4,4755.7
8,0.2821,93.511,74.681,0.0008,4.4,4755.7
9,0.1882,96.809,74.894,0.0009,4.4,4755.7
10,0.1223,98.457,75.372,0.001,4.5,4755.7
11,0.081,99.574,74.574,0.000995,4.5,4755.7
12,0.0655,99.521,76.117,0.000977,4.5,4755.7
13,0.0486,99.681,76.33,0.000948,4.5,4755.7
14,0.0367,99.894,76.383,0.000908,4.5,4755.7
15,0.031,99.947,76.862,0.000857,4.5,4755.7
16,0.0247,100.0,76.809,0.000798,4.4,4755.7
17,0.0213,100.0,76.702,0.000732,4.3,4755.7
18,0.0207,99.947,76.649,0.00066,4.5,4755.7
19,0.0182,100.0,76.915,0.000584,4.5,4755.7
20,0.0164,100.0,77.074,0.000506,4.4,4755.7
21,0.0135,100.0,77.34,0.000428,4.4,4755.7
22,0.013,100.0,76.862,0.000351,4.4,4755.7
23,0.012,100.0,76.862,0.000278,4.4,4755.7
24,0.0118,100.0,77.021,0.000211,4.3,4755.7
25,0.0118,100.0,76.862,0.000151,4.3,4755.7
26,0.0117,100.0,76.915,9.9e-05,4.4,4755.7
27,0.0111,100.0,77.021,5.8e-05,4.4,4755.7
28,0.0114,100.0,76.968,2.7e-05,4.5,4755.7
29,0.011,100.0,76.915,8e-06,4.4,4755.7
30,0.0114,100.0,76.968,1e-06,4.4,4755.7
