epoch,train_loss,train_acc,val_acc,lr,time_s,peak_mem_mb
1,5.1078,2.181,2.5,0.0001,5.9,6205.3
2,4.3356,5.213,10.532,0.0002,4.5,6205.3
3,3.1275,23.511,33.404,0.0003,4.7,6205.3
4,1.9985,50.851,51.649,0.0004,4.7,6205.3
5,1.2051,69.947,63.723,0.0005,4.6,6205.3
6,0.747,80.532,69.043,0.0006,4.6,6205.3
7,0.4891,87.394,71.489,0.0007,4.7,6205.3
8,0.3189,92.872,72.5,0.0008,4.6,6205.3
9,0.2212,95.532,73.723,0.0009,4.5,6205.3
10,0.1541,97.926,74.149,0.001,4.8,6205.3
11,0.1096,98.936,74.681,0.000995,4.6,6205.3
12,0.0836,99.255,74.84,0.000977,4.8,6205.3
13,0.0632,99.681,74.947,0.000948,4.7,6205.3
14,0.0504,99.787,75.213,0.000908,4.7,6205.3
15,0.043,99.787,75.213,0.000857,4.6,6205.3
16,0.0336,100.0,75.479,0.000798,4.7,6205.3
17,0.0303,100.0,75.053,0.000732,4.6,6205.3
18,0.0298,99.894,75.532,0.00066,4.6,6205.3
19,0.0261,99.947,75.532,0.000584,4.5,6205.3
20,0.0236,99.947,75.372,0.000506,4.7,6205.3
21,0.0216,100.0,75.585,0.000428,4.6,6205.3
22,0.0205,100.0,75.638,0.000351,4.6,6205.3
23,0.0201,100.0,75.691,0.000278,4.6,6205.3
24,0.0182,100.0,75.532,0.000211,4.5,6205.3
25,0.0181,100.0,75.372,0.000151,4.6,6205.3
26,0.0181,99.947,75.532,9.9e-05,4.6,6205.3
27,0.0177,100.0,75.691,5.8e-05,4.5,6205.3
28,0.0174,100.0,75.691,2.7e-05,4.7,6205.3
29,0.0168,100.0,75.638,8e-06,4.5,6205.3
30,0.0183,100.0,75.691,1e-06,4.6,6205.3
